DateTime.MST,ScansPerRec,EnclosureTemp.deg.C,AirTemperature.deg.C,RelHumidity.percent,BarometricPress.kPa,Precip.mm,Windspeed.m.s,SoilHeatFlux.W.m2,ShortwaveIn.W.m2,ShortwaveOut.W.m2,LongwaveIn.W.m2,LongwaveOut.W.m2,NetRadiation.W.m2,DataFlag_01,date
2020-07-29 19:30:00,15.0,26.78,15.94,53.0,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,P,2020-07-29
2020-07-29 20:00:00,15.0,-99999.0,13.36,61.29,-99999.0,0.0,0.571,-99999.0,-99999.0,-5.66,-99999.0,-99999.0,-99999.0,P,2020-07-29
2020-07-29 20:30:00,15.0,18.61,11.14,72.17,74.289,0.0,0.544,-99999.0,35.08,-2.31,335.75,385.64,-12.51,P,2020-07-29
2020-07-29 21:00:00,15.0,15.79,9.19,81.35,74.3124,0.0,0.562,-99999.0,29.47,-3.68,293.03,375.12,-48.93,P,2020-07-29
2020-07-29 21:30:00,15.0,13.83,7.921,84.72,74.3277,0.0,0.655,-99999.0,22.9,-3.44,289.13,371.15,-55.69,P,2020-07-29
2020-07-29 22:00:00,15.0,12.1,6.883,91.97,74.3658,0.0,0.467,-99999.0,18.91,-3.26,285.52,367.83,-60.14,P,2020-07-29
2020-07-29 22:30:00,15.0,10.77,5.908,94.8,74.3926,0.0,0.473,-99999.0,15.6,-3.29,282.69,364.05,-62.47,P,2020-07-29
2020-07-29 23:00:00,15.0,9.63,5.087,96.25,74.3925,0.0,0.451,-99999.0,13.44,-3.18,280.95,361.07,-63.51,P,2020-07-29
2020-07-29 23:30:00,15.0,8.65,4.572,97.71,74.3976,0.0,0.451,-99999.0,11.95,-3.06,280.13,358.73,-63.58,P,2020-07-29
2020-07-30 00:00:00,15.0,7.83,4.185,98.81,74.4028,0.0,0.466,-99999.0,10.65,-3.16,278.76,357.13,-64.56,P,2020-07-30
2020-07-30 00:30:00,15.0,7.22,3.85,98.88,74.3976,0.0,0.456,-99999.0,9.34,-2.93,276.95,355.03,-65.81,P,2020-07-30
2020-07-30 01:00:00,15.0,6.71,3.455,99.47,74.4008,0.0,0.465,-99999.0,8.61,-3.09,275.36,353.43,-66.37,P,2020-07-30
2020-07-30 01:30:00,15.0,6.26,3.028,99.79,74.3992,0.0,0.452,-99999.0,7.46,-2.99,273.44,351.52,-67.63,P,2020-07-30
2020-07-30 02:00:00,15.0,5.82,2.653,99.92,74.4048,0.0,0.457,-99999.0,6.77,-2.92,271.43,350.09,-68.98,P,2020-07-30
2020-07-30 02:30:00,15.0,5.41,2.423,100.0,74.4032,0.0,0.458,-99999.0,5.96,-3.0,270.21,348.34,-69.17,P,2020-07-30
2020-07-30 03:00:00,15.0,5.04,2.036,100.0,74.4054,0.0,0.463,-99999.0,5.3,-2.83,268.9,346.91,-69.88,P,2020-07-30
2020-07-30 03:30:00,15.0,4.69,1.911,100.0,74.4081,0.0,0.459,-99999.0,4.79,-2.83,268.26,345.76,-69.89,P,2020-07-30
2020-07-30 04:00:00,15.0,4.47,1.629,100.0,74.405,0.0,0.462,-99999.0,4.26,-2.9,266.52,344.55,-70.88,P,2020-07-30
2020-07-30 04:30:00,15.0,4.03,1.532,100.0,74.4075,0.0,0.476,-99999.0,3.92,-2.82,265.28,343.71,-71.68,P,2020-07-30
2020-07-30 05:00:00,15.0,3.87,1.296,100.0,74.4214,0.0,0.465,-99999.0,3.55,-2.88,264.63,342.56,-71.51,P,2020-07-30
2020-07-30 05:30:00,15.0,3.6,1.133,100.0,74.423,0.0,0.459,-99999.0,3.37,-2.79,263.54,341.81,-72.11,P,2020-07-30
2020-07-30 06:00:00,15.0,3.36,1.105,100.0,74.4426,0.0,0.483,-99999.0,3.16,-2.84,261.5,341.09,-73.59,P,2020-07-30
2020-07-30 06:30:00,15.0,3.19,0.94,100.0,74.4624,0.0,0.467,-99999.0,7.28,-2.57,260.22,340.19,-70.12,P,2020-07-30
2020-07-30 07:00:00,15.0,3.05,0.776,100.0,74.4764,0.0,0.483,-99999.0,14.4,-2.34,259.77,340.46,-63.94,P,2020-07-30
2020-07-30 07:30:00,15.0,2.81,1.532,100.0,74.484,0.0,0.496,-99999.0,24.45,1.32,263.09,344.03,-57.81,P,2020-07-30
2020-07-30 08:00:00,15.0,2.19,4.591,100.0,74.4832,0.0,0.572,-99999.0,43.83,10.97,277.4,359.26,-49.0,P,2020-07-30
2020-07-30 08:30:00,15.0,4.15,7.603,92.73,74.4694,0.0,0.638,-99999.0,54.45,16.51,286.11,375.4,-51.36,P,2020-07-30
2020-07-30 09:00:00,15.0,7.87,11.2,70.39,74.4669,0.0,0.764,-99999.0,65.73,21.58,296.08,388.27,-48.05,P,2020-07-30
2020-07-30 09:30:00,15.0,11.51,14.57,54.35,74.4599,0.0,0.793,-99999.0,80.27,25.52,308.5,402.23,-38.99,P,2020-07-30
2020-07-30 10:00:00,15.0,15.48,17.93,41.48,74.4399,0.0,1.211,-99999.0,99.43,28.88,330.47,415.02,-14.0,P,2020-07-30
2020-07-30 10:30:00,15.0,19.41,19.55,32.57,74.4332,0.0,2.076,-99999.0,107.75,33.57,332.23,422.05,-15.63,P,2020-07-30
2020-07-30 11:00:00,15.0,22.28,19.78,32.3,74.4501,0.0,2.097,-99999.0,979.23,36.7,316.98,429.85,829.66,P,2020-07-30
2020-07-30 11:30:00,15.0,24.75,20.21,32.88,74.452,0.0,2.425,-99999.0,1105.19,40.11,313.54,437.24,941.38,P,2020-07-30
2020-07-30 12:00:00,15.0,26.8,20.79,28.1,74.4465,0.0,2.547,-99999.0,1162.09,41.64,331.41,443.41,1008.45,P,2020-07-30
2020-07-30 12:30:00,15.0,27.31,21.13,27.84,74.4461,0.0,2.671,-99999.0,1187.99,43.37,337.88,448.43,1034.07,P,2020-07-30
2020-07-30 13:00:00,15.0,27.14,21.94,28.72,74.4416,0.0,2.003,-99999.0,1218.6,43.29,350.31,455.67,1069.95,P,2020-07-30
2020-07-30 13:30:00,15.0,27.43,22.15,26.34,74.4309,0.0,2.646,-99999.0,1207.02,41.83,346.32,455.27,1056.25,P,2020-07-30
2020-07-30 14:00:00,15.0,27.62,22.12,26.3,74.4354,0.0,2.571,-99999.0,1191.33,41.1,349.96,459.14,1041.05,P,2020-07-30
2020-07-30 14:30:00,15.0,25.81,22.67,27.54,74.4438,0.0,2.288,-99999.0,1136.39,40.9,375.86,455.49,1015.86,P,2020-07-30
2020-07-30 15:00:00,15.0,27.26,22.94,29.17,74.4362,0.0,2.281,-99999.0,924.3,159.57,368.38,474.51,658.6,P,2020-07-30
2020-07-30 15:30:00,15.0,34.18,23.26,24.52,-99999.0,0.0,1.387,-99999.0,893.69,27.01,335.76,450.66,751.78,P,2020-07-30
2020-07-30 16:00:00,15.0,28.51,23.34,26.18,-99999.0,0.0,2.423,-99999.0,1026.32,41.47,338.3,458.09,865.07,P,2020-07-30
2020-07-30 16:30:00,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,P,2020-07-30
2020-07-30 17:00:00,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,P,2020-07-30
2020-07-30 17:30:00,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,P,2020-07-30
2020-07-30 18:00:00,15.0,27.25,21.55,21.91,-99999.0,0.0,1.361,-99999.0,161.67,-4.2,300.48,415.36,50.99,P,2020-07-30
2020-07-30 18:30:00,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,P,2020-07-30
2020-07-30 19:00:00,15.0,22.5,15.4,44.34,74.4674,0.0,0.543,-10.717,46.38,-3.64,288.42,390.81,-52.36,P,2020-07-30
2020-07-30 19:30:00,15.0,19.91,12.21,66.57,74.4962,0.0,0.464,-15.126,25.53,-3.81,281.53,380.29,-69.42,P,2020-07-30
2020-07-30 20:00:00,15.0,17.44,9.43,76.16,74.5249,0.0,0.462,-19.791,14.19,-3.31,276.25,372.56,-78.81,P,2020-07-30
2020-07-30 20:30:00,15.0,14.88,8.17,79.32,74.5661,0.0,0.513,-24.007,10.99,-3.29,272.66,368.02,-81.09,P,2020-07-30
2020-07-30 21:00:00,15.0,12.7,7.516,77.3,74.5962,0.0,0.739,-27.353,9.79,-2.83,271.69,366.05,-81.73,P,2020-07-30
2020-07-30 21:30:00,15.0,11.01,8.02,74.55,74.604,0.0,0.636,-29.553,8.32,-3.76,270.17,364.49,-82.24,P,2020-07-30
2020-07-30 22:00:00,15.0,10.18,7.383,75.33,74.598,0.0,0.699,-31.169,7.48,-3.22,269.47,363.45,-83.29,P,2020-07-30
2020-07-30 22:30:00,15.0,9.55,6.657,77.73,74.5869,0.0,0.692,-32.524,6.04,-3.16,268.36,360.71,-83.15,P,2020-07-30
2020-07-30 23:00:00,15.0,8.99,6.021,81.03,74.5761,0.0,0.64,-33.725,4.06,-3.31,265.64,357.9,-84.9,P,2020-07-30
2020-07-30 23:30:00,15.0,8.47,4.959,85.06,74.5797,0.0,0.563,-35.078,1.94,-3.04,263.48,354.53,-86.06,P,2020-07-30
2020-07-31 00:00:00,15.0,7.82,4.171,92.03,74.593,0.0,0.464,-36.548,1.02,-2.91,260.56,352.14,-87.65,P,2020-07-31
2020-07-31 00:30:00,15.0,7.15,3.515,93.63,74.5855,0.0,0.474,-38.046,0.06,-2.88,257.91,349.34,-88.49,P,2020-07-31
2020-07-31 01:00:00,15.0,6.42,2.954,94.85,74.5777,0.0,0.479,-39.384,-0.69,-2.84,256.5,346.9,-88.24,P,2020-07-31
2020-07-31 01:30:00,15.0,5.75,2.477,95.15,74.5616,0.0,0.49,-40.575,-1.33,-2.82,255.21,344.88,-88.19,P,2020-07-31
2020-07-31 02:00:00,15.0,5.18,1.839,96.74,74.5567,0.0,0.462,-41.623,-1.61,-2.67,253.62,342.63,-87.95,P,2020-07-31
2020-07-31 02:30:00,15.0,4.61,1.421,97.58,74.5465,0.0,0.466,-42.559,-2.02,-2.7,252.33,341.04,-88.03,P,2020-07-31
2020-07-31 03:00:00,15.0,4.07,1.06,98.34,74.5372,0.0,0.476,-43.396,-2.2,-2.69,252.75,339.74,-86.5,P,2020-07-31
2020-07-31 03:30:00,15.0,3.62,0.927,99.16,74.534,0.0,0.463,-43.892,-2.47,-2.63,252.88,338.86,-85.83,P,2020-07-31
2020-07-31 04:00:00,15.0,3.3,0.757,99.25,74.5362,0.0,0.464,-44.074,-2.39,-2.55,252.72,338.16,-85.28,P,2020-07-31
2020-07-31 04:30:00,15.0,3.06,0.602,99.59,74.5506,0.0,0.462,-44.307,-2.43,-2.72,252.45,337.72,-84.98,P,2020-07-31
2020-07-31 05:00:00,15.0,2.84,0.452,99.89,74.5766,0.0,0.455,-44.297,-2.37,-2.68,252.41,336.48,-83.77,P,2020-07-31
2020-07-31 05:30:00,15.0,2.64,0.239,99.91,74.6018,0.0,0.46,-44.368,4.04,-2.23,252.5,336.25,-77.48,P,2020-07-31
2020-07-31 06:00:00,15.0,2.45,0.368,100.0,74.6234,0.0,0.48,-43.984,15.13,-1.65,252.86,337.19,-67.55,P,2020-07-31
2020-07-31 06:30:00,15.0,2.34,0.907,100.0,74.6381,0.0,0.459,-42.846,29.21,4.64,254.98,341.88,-62.32,P,2020-07-31
2020-07-31 07:00:00,15.0,1.93,3.72,98.57,74.643,0.0,0.632,-37.617,58.74,24.32,261.39,359.33,-63.52,P,2020-07-31
2020-07-31 07:30:00,15.0,3.51,7.382,82.74,74.6404,0.0,0.651,-27.198,171.68,37.1,271.49,377.73,28.34,P,2020-07-31
2020-07-31 08:00:00,15.0,7.21,11.3,57.17,74.636,0.0,0.804,-15.752,521.89,49.93,287.99,395.15,364.8,P,2020-07-31
2020-07-31 08:30:00,15.0,10.97,14.25,52.0,74.6158,0.0,0.877,-0.833,654.33,60.53,301.13,409.86,485.06,P,2020-07-31
2020-07-31 09:00:00,15.0,15.0,17.03,43.06,74.5953,0.0,0.931,20.192,754.98,69.29,307.75,422.73,570.71,P,2020-07-31
2020-07-31 09:30:00,15.0,18.98,18.95,37.26,74.5835,0.0,1.115,35.137,852.29,78.81,311.89,434.26,651.11,P,2020-07-31
2020-07-31 10:00:00,15.0,22.91,20.68,35.29,74.5593,0.0,1.034,44.352,910.96,87.01,327.06,449.91,701.1,P,2020-07-31
2020-07-31 10:30:00,15.0,23.23,21.73,29.21,74.5462,0.0,2.324,53.472,967.07,89.45,327.3,453.95,750.97,P,2020-07-31
2020-07-31 11:00:00,15.0,25.25,22.39,27.22,74.5407,0.0,2.547,77.817,1084.59,100.22,329.65,461.31,852.71,P,2020-07-31
2020-07-31 11:30:00,15.0,27.1,22.79,26.88,74.5271,0.0,2.098,104.624,1102.25,95.84,340.3,466.84,879.87,P,2020-07-31
2020-07-31 12:00:00,15.0,28.26,23.21,26.82,74.512,0.0,1.864,120.002,1077.73,88.82,347.87,469.34,867.44,P,2020-07-31
2020-07-31 12:30:00,15.0,28.63,23.85,25.92,74.5123,0.0,1.811,128.498,1186.42,98.06,358.46,475.53,971.3,P,2020-07-31
2020-07-31 13:00:00,15.0,30.26,23.81,26.02,74.501,0.0,1.955,129.842,934.5,71.1,355.63,467.31,751.73,P,2020-07-31
2020-07-31 13:30:00,15.0,30.49,23.49,27.75,74.4471,0.0,1.412,109.785,840.13,57.34,359.4,464.17,678.02,P,2020-07-31
2020-07-31 14:00:00,15.0,28.67,23.54,25.8,74.4294,0.0,1.724,106.039,495.01,26.18,381.66,451.36,399.13,P,2020-07-31
2020-07-31 14:30:00,15.0,27.21,24.11,23.96,74.4073,0.0,1.572,96.639,813.64,40.37,379.01,460.34,691.95,P,2020-07-31
2020-07-31 15:00:00,15.0,31.01,20.91,29.62,74.4454,0.0,1.598,79.729,147.78,4.0,382.31,425.59,100.5,P,2020-07-31
2020-07-31 15:30:00,15.0,26.92,22.63,25.09,74.391,0.0,1.808,51.339,826.98,33.35,347.4,445.75,695.29,P,2020-07-31
2020-07-31 16:00:00,15.0,29.63,22.02,27.38,74.4572,0.0,2.384,46.482,235.05,5.07,380.19,430.21,179.96,P,2020-07-31
2020-07-31 16:30:00,15.0,30.96,17.03,42.57,74.5441,0.0,2.066,24.417,40.28,-1.56,371.41,404.09,9.16,P,2020-07-31
2020-07-31 17:00:00,15.0,24.82,17.6,35.02,74.5129,0.0,2.31,8.531,52.64,-1.65,369.86,408.71,15.43,P,2020-07-31
2020-07-31 17:30:00,15.0,21.18,18.93,29.32,74.4845,0.0,1.546,-0.449,216.8,4.75,355.65,414.47,153.24,P,2020-07-31
2020-07-31 18:00:00,15.0,20.92,20.86,30.59,74.4546,0.0,0.999,0.856,252.12,-0.31,316.23,414.32,154.34,P,2020-07-31
2020-07-31 18:30:00,15.0,26.19,15.62,54.94,74.4539,0.0,0.603,-1.901,38.93,-2.97,296.81,394.05,-55.34,P,2020-07-31
2020-07-31 19:00:00,15.0,24.03,13.65,58.91,74.4885,0.0,0.586,-7.131,49.03,-0.49,313.48,392.06,-29.06,P,2020-07-31
2020-07-31 19:30:00,15.0,21.28,11.96,68.07,74.4813,0.0,0.542,-10.525,11.34,-3.61,289.11,381.56,-77.49,P,2020-07-31
2020-07-31 20:00:00,15.0,18.45,10.36,73.24,74.4812,0.0,0.686,-16.528,1.69,-3.55,279.83,375.23,-90.17,P,2020-07-31
2020-07-31 20:30:00,15.0,15.68,9.22,75.4,74.4873,0.0,0.707,-20.985,0.61,-3.43,276.41,370.68,-90.23,P,2020-07-31
2020-07-31 21:00:00,15.0,13.43,9.1,74.39,74.4901,0.0,0.758,-24.311,-0.02,-3.38,276.04,368.93,-89.53,P,2020-07-31
2020-07-31 21:30:00,15.0,12.15,7.239,81.45,74.5095,0.0,0.529,-26.944,-1.14,-3.39,271.99,362.62,-88.37,P,2020-07-31
2020-07-31 22:00:00,15.0,10.85,5.932,88.51,74.5281,0.0,0.482,-29.645,-1.96,-3.11,267.51,358.94,-90.28,P,2020-07-31
2020-07-31 22:30:00,15.0,9.65,4.812,92.05,74.5431,0.0,0.459,-31.999,-2.65,-3.08,265.3,355.02,-89.29,P,2020-07-31
2020-07-31 23:00:00,15.0,8.47,3.947,94.84,74.5627,0.0,0.471,-33.977,-2.96,-2.79,263.89,352.36,-88.65,P,2020-07-31
2020-07-31 23:30:00,15.0,7.44,3.515,95.36,74.5726,0.0,0.481,-35.694,-3.37,-2.89,262.67,350.31,-88.13,P,2020-07-31
2020-08-01 00:00:00,15.0,6.59,3.06,96.48,74.5969,0.0,0.466,-36.975,-3.61,-2.81,261.91,348.63,-87.53,P,2020-08-01
2020-08-01 00:30:00,15.0,5.94,2.641,97.41,74.604,0.0,0.451,-37.895,-3.96,-2.79,261.11,346.74,-86.8,P,2020-08-01
2020-08-01 01:00:00,15.0,5.39,2.308,97.96,74.6068,0.0,0.533,-38.709,-4.12,-2.85,261.09,345.15,-85.33,P,2020-08-01
2020-08-01 01:30:00,15.0,4.86,2.263,98.46,74.6022,0.0,0.663,-39.265,-3.96,-2.72,262.04,345.1,-84.3,P,2020-08-01
2020-08-01 02:00:00,15.0,4.56,2.412,97.01,74.5968,0.0,0.491,-39.289,-4.26,-2.86,261.0,344.38,-84.78,P,2020-08-01
2020-08-01 02:30:00,15.0,4.48,1.868,98.81,74.5968,0.0,0.0,-39.727,-4.41,-2.74,259.85,343.11,-84.94,P,2020-08-01
2020-08-01 03:00:00,15.0,4.26,1.663,99.66,74.5924,0.0,0.476,-40.26,-4.53,-2.81,258.79,341.84,-84.78,P,2020-08-01
2020-08-01 03:30:00,15.0,4.03,1.301,99.64,74.5924,0.0,0.451,-40.716,-4.69,-2.7,257.81,340.17,-84.34,P,2020-08-01
2020-08-01 04:00:00,15.0,3.74,0.979,99.91,74.5998,0.0,0.459,-40.917,-4.79,-2.7,256.76,339.01,-84.34,P,2020-08-01
2020-08-01 04:30:00,15.0,3.44,0.687,100.0,74.6048,0.0,0.45,-41.317,-5.08,-2.7,255.6,337.63,-84.4,P,2020-08-01
2020-08-01 05:00:00,15.0,3.14,0.37,100.0,74.6134,0.0,0.451,-41.818,-4.83,-2.52,255.44,336.68,-83.54,P,2020-08-01
2020-08-01 05:30:00,15.0,2.82,0.46,100.0,74.6278,0.0,0.0,-41.809,1.65,-2.15,254.99,336.64,-77.85,P,2020-08-01
2020-08-01 06:00:00,15.0,2.56,0.592,100.0,74.6362,0.0,0.463,-41.242,14.11,-1.47,255.9,338.03,-66.55,P,2020-08-01
2020-08-01 06:30:00,15.0,2.38,1.234,100.0,74.6346,0.0,0.464,-39.916,33.3,3.84,258.58,343.1,-55.07,P,2020-08-01
2020-08-01 07:00:00,15.0,1.89,4.259,100.0,74.6278,0.0,0.523,-34.674,131.61,23.72,267.26,361.55,13.6,P,2020-08-01
2020-08-01 07:30:00,15.0,3.79,7.564,91.63,74.6202,0.0,0.657,-24.306,270.76,35.98,277.39,379.44,132.73,P,2020-08-01
2020-08-01 08:00:00,15.0,7.76,11.28,72.77,74.6153,0.0,0.848,-12.897,507.77,49.8,290.14,396.17,351.94,P,2020-08-01
2020-08-01 08:30:00,15.0,11.5,13.89,58.59,74.5921,0.0,0.831,1.427,629.61,60.81,302.79,410.53,461.05,P,2020-08-01
2020-08-01 09:00:00,15.0,15.1,17.09,47.74,74.558,0.0,0.832,21.17,730.65,70.06,311.2,424.62,547.17,P,2020-08-01
2020-08-01 09:30:00,15.0,19.03,19.42,44.46,74.5299,0.0,0.879,35.915,822.67,78.81,321.12,438.92,626.05,P,2020-08-01
2020-08-01 10:00:00,15.0,22.14,20.93,38.87,74.5097,0.0,1.027,45.665,894.87,85.76,337.1,451.03,695.17,P,2020-08-01
2020-08-01 10:30:00,15.0,24.45,21.59,38.2,74.4881,0.0,0.997,55.828,879.56,83.26,350.21,453.39,693.12,P,2020-08-01
2020-08-01 11:00:00,15.0,26.25,23.16,32.13,74.4626,0.0,0.872,68.812,1047.51,98.83,358.53,465.8,841.41,P,2020-08-01
2020-08-01 11:30:00,15.0,28.07,23.23,26.3,74.4334,0.0,1.591,85.269,603.12,46.56,369.28,450.27,475.57,P,2020-08-01
2020-08-01 12:00:00,15.0,29.03,23.6,25.48,74.4236,0.0,1.584,92.283,750.07,56.64,375.0,460.46,607.97,P,2020-08-01
2020-08-01 12:30:00,15.0,29.91,22.68,26.56,74.4384,0.0,1.756,82.267,774.79,61.92,369.94,451.52,631.3,P,2020-08-01
2020-08-01 13:00:00,15.0,30.68,22.49,27.43,74.4566,0.0,2.064,90.29,516.99,33.97,375.91,446.37,412.55,P,2020-08-01
2020-08-01 13:30:00,15.0,29.01,22.18,31.26,74.4522,0.0,2.266,74.546,1039.27,76.66,360.96,457.19,866.38,P,2020-08-01
2020-08-01 14:00:00,15.0,29.69,20.54,35.55,74.5342,0.0,2.488,86.275,365.13,18.47,381.41,432.51,295.56,P,2020-08-01
2020-08-01 14:30:00,15.0,28.5,18.18,40.52,74.4988,0.0,1.31,54.87,283.71,17.28,363.53,421.91,208.05,P,2020-08-01
2020-08-01 15:00:00,15.0,24.43,21.28,33.79,74.4349,0.0,0.806,54.541,880.35,38.77,346.87,449.21,739.24,P,2020-08-01
2020-08-01 15:30:00,15.0,26.62,23.08,32.03,74.3856,0.0,0.831,69.966,537.2,16.5,348.96,441.0,428.66,P,2020-08-01
2020-08-01 16:00:00,15.0,29.22,21.65,37.13,74.3713,0.0,0.689,52.221,248.98,10.03,370.48,431.8,177.63,P,2020-08-01
2020-08-01 16:30:00,15.0,29.02,20.63,36.48,74.3798,0.0,0.827,37.881,270.56,12.69,374.37,428.53,203.71,P,2020-08-01
2020-08-01 17:00:00,15.0,27.76,20.45,40.45,74.3828,0.0,0.729,30.397,172.85,5.93,381.49,425.24,123.17,P,2020-08-01
2020-08-01 17:30:00,15.0,26.57,19.9,51.19,74.3608,0.0,0.899,23.45,381.02,8.76,332.77,415.51,289.52,P,2020-08-01
2020-08-01 18:00:00,15.0,26.19,21.06,46.49,74.335,0.0,0.582,14.061,204.64,-4.02,312.22,411.15,109.74,P,2020-08-01
2020-08-01 18:30:00,15.0,28.9,16.3,64.51,74.3353,0.0,0.47,5.491,28.08,-4.25,295.2,393.64,-66.11,P,2020-08-01
2020-08-01 19:00:00,15.0,25.79,12.16,75.93,74.3427,0.0,0.644,-2.77,12.73,-3.19,292.17,385.04,-76.94,P,2020-08-01
2020-08-01 19:30:00,15.0,21.23,11.0,80.08,74.3534,0.0,0.536,-8.99,1.12,-3.45,313.85,381.71,-63.3,P,2020-08-01
2020-08-01 20:00:00,15.0,17.77,10.06,82.5,74.3691,0.0,0.625,-12.69,-2.69,-3.4,308.16,378.39,-69.52,P,2020-08-01
2020-08-01 20:30:00,15.0,15.07,10.46,80.27,74.3895,0.0,0.573,-14.925,-0.29,-3.42,345.68,381.6,-32.8,P,2020-08-01
2020-08-01 21:00:00,15.0,13.87,10.79,77.49,74.4118,0.0,0.539,-14.985,-2.06,-3.48,312.37,380.17,-66.37,P,2020-08-01
2020-08-01 21:30:00,15.0,13.5,9.43,83.53,74.4494,0.0,0.488,-17.681,-2.86,-3.59,315.01,374.03,-58.3,P,2020-08-01
2020-08-01 22:00:00,15.0,12.25,10.07,77.8,74.4536,0.0,0.885,-19.013,-0.37,-3.02,351.43,380.28,-26.21,P,2020-08-01
2020-08-01 22:30:00,15.0,11.83,12.0,70.25,74.4618,0.0,0.863,-18.341,-0.82,-3.61,339.1,382.67,-40.79,P,2020-08-01
2020-08-01 23:00:00,15.0,12.98,10.07,78.62,74.4754,0.0,0.47,-19.039,-4.75,-3.73,289.87,372.39,-83.54,P,2020-08-01
2020-08-01 23:30:00,15.0,12.68,8.07,85.36,74.5095,0.0,0.497,-22.653,-5.45,-3.32,284.87,365.88,-83.15,P,2020-08-01
2020-08-02 00:00:00,15.0,11.46,6.981,91.06,74.5351,0.0,0.459,-25.241,-3.96,-3.26,309.28,365.1,-56.53,P,2020-08-02
2020-08-02 00:30:00,15.0,10.37,6.966,89.58,74.5422,0.0,0.459,-25.387,-4.06,-3.1,307.57,365.31,-58.7,P,2020-08-02
2020-08-02 01:00:00,15.0,9.89,6.571,90.57,74.54,0.0,0.489,-26.049,-5.04,-3.25,295.68,361.93,-68.04,P,2020-08-02
2020-08-02 01:30:00,15.0,9.34,6.023,94.0,74.5292,0.0,0.459,-27.285,-5.81,-3.19,283.67,359.86,-78.8,P,2020-08-02
2020-08-02 02:00:00,15.0,8.87,5.127,95.41,74.5151,0.0,0.483,-29.274,-6.59,-3.11,273.63,355.54,-85.39,P,2020-08-02
2020-08-02 02:30:00,15.0,8.15,4.606,97.15,74.5207,0.0,0.499,-31.103,-6.73,-2.88,274.01,354.14,-83.98,P,2020-08-02
2020-08-02 03:00:00,15.0,7.48,4.161,97.64,74.506,0.0,0.481,-32.11,-6.44,-2.91,281.13,352.67,-75.05,P,2020-08-02
2020-08-02 03:30:00,15.0,7.0,3.64,98.23,74.5009,0.0,0.479,-32.846,-6.89,-2.95,273.48,350.33,-80.79,P,2020-08-02
2020-08-02 04:00:00,15.0,6.32,3.574,99.53,74.4952,0.0,0.45,-33.353,-5.43,-2.83,296.99,351.91,-57.53,P,2020-08-02
2020-08-02 04:30:00,15.0,6.04,3.718,99.86,74.4997,0.0,0.452,-32.188,-5.47,-2.97,296.64,352.34,-58.2,P,2020-08-02
2020-08-02 05:00:00,15.0,6.15,3.5,99.48,74.5012,0.0,0.449,-32.183,-6.57,-2.88,276.88,349.98,-76.79,P,2020-08-02
2020-08-02 05:30:00,15.0,5.88,3.354,99.95,74.5072,0.0,0.493,-33.084,1.94,-2.19,291.11,349.75,-54.51,P,2020-08-02
2020-08-02 06:00:00,15.0,5.32,3.884,100.0,74.5032,0.0,0.45,-31.67,34.94,0.74,300.16,355.33,-20.97,P,2020-08-02
2020-08-02 06:30:00,15.0,5.62,4.766,100.0,74.5013,0.0,0.456,-28.386,53.27,2.47,286.34,358.99,-21.85,P,2020-08-02
2020-08-02 07:00:00,15.0,5.47,6.708,98.2,74.4967,0.0,0.554,-24.123,204.64,22.77,290.53,374.24,98.16,P,2020-08-02
2020-08-02 07:30:00,15.0,7.64,9.96,81.4,74.4923,0.0,0.541,-14.606,298.81,26.42,318.05,386.78,203.66,P,2020-08-02
2020-08-02 08:00:00,15.0,10.81,12.84,65.48,74.484,0.0,0.633,-2.998,454.99,42.68,318.68,402.19,328.79,P,2020-08-02
2020-08-02 08:30:00,15.0,14.56,15.52,54.84,74.4673,0.0,0.762,8.172,620.19,60.46,337.11,417.44,479.4,P,2020-08-02
2020-08-02 09:00:00,15.0,18.51,17.16,50.32,74.4501,0.0,0.697,22.065,461.46,40.65,322.36,417.41,325.76,P,2020-08-02
2020-08-02 09:30:00,15.0,20.68,19.15,45.71,74.4395,0.0,0.818,31.816,675.91,63.52,336.45,433.9,514.94,P,2020-08-02
2020-08-02 10:00:00,15.0,22.94,20.4,43.21,74.4261,0.0,0.927,40.624,902.91,87.78,355.27,447.06,723.35,P,2020-08-02
2020-08-02 10:30:00,15.0,24.63,22.09,36.94,74.4047,0.0,1.261,54.926,1071.84,103.9,362.44,463.94,866.44,P,2020-08-02
2020-08-02 11:00:00,15.0,27.27,22.78,33.04,74.3805,0.0,1.852,77.762,1060.85,101.82,353.9,467.4,845.53,P,2020-08-02
2020-08-02 11:30:00,15.0,28.91,23.49,30.78,74.3601,0.0,1.697,101.895,1022.59,91.95,363.48,472.42,821.71,P,2020-08-02
